OrganizationVsSelf,OrganizationVsSelf2,TDDPermitted,InHouseVsConsultancy,IndividualVsManyProjects,CreatingVsMaintaining,YearsExperience,PracticeTDD,WantTDD,Attitude,AttitudeQuality1,AttitudeTime,AttitudeQuality2,AttitudeMaintainability,AttitudeEfficiency,AttitudeChangeability,SubjectiveNorm1,SubjectiveNorm2,SubjectiveNormTime,SubjectiveNormMaintainability,SubjectiveNormQuality,SubjectiveNormChangeability,TeamTDD,UnitTestDifficulty,TDDDifficulty,TDDExperience
Myself,,Yes,Software Development Consultancy,Many projects,Maintaining existing applications,15,Yes,N/A,7,7,2,6,7,5,6,4,5,4,5,4,4,5,7,6,7
Organization,,Yes,In-house software developer,Many projects,Both,7,Yes,N/A,7,7,1,7,7,4,5,2,7,4,2,2,1,1,2,1,5
Organization,,Yes,Software Development Consultancy,Many projects,Creating new greenfield applications,15,No,No,5,6,5,5,1,1,1,3,7,5,4,5,5,3,1,2,7
Organization,,N/A,Software Development Consultancy,Many projects,Both,5,No,Yes,6,6,2,5,7,4,6,1,6,6,4,3,2,5,5,4,3
Organization,,N/A,In-house software developer,Many projects,Creating new greenfield applications,10,No,Yes,7,7,2,7,7,7,7,2,6,4,4,4,4,2,3,5,2
Organization,,Yes,In-house software developer,Individual product,Creating new greenfield applications,2,Yes,Yes,7,7,3,7,7,7,6,1,7,4,4,5,5,1,7,3,7
Organization,,Yes,In-house software developer,Many projects,Creating new greenfield applications,35,No,Yes,7,7,3,7,7,5,7,2,7,5,5,5,7,5,2,3,7
Organization,,No,Software Development Consultancy,Individual product,Maintaining existing applications,8,Yes,N/A,7,7,1,7,7,7,7,2,7,3,4,6,4,4,5,5,6
Myself,,N/A,N/A,Many projects,Both,2,Yes,N/A,7,7,2,7,7,6,7,7,7,2,7,7,7,7,6,5,6
Myself,,N/A,N/A,Individual product,Both,10,Yes,N/A,7,5,3,5,7,4,7,6,7,2,6,6,6,6,4,4,7
Organization,,Yes,Software Development Consultancy,Many projects,Both,17,Yes,N/A,7,7,1,7,7,7,7,7,7,1,7,7,7,7,4,1,7
Organization,,Yes,In-house software developer,Individual product,Maintaining existing applications,1,Yes,N/A,7,7,1,7,7,7,7,3,7,5,5,5,5,7,3,5,6
Organization,,Yes,In-house software developer,Individual product,Maintaining existing applications,10,Yes,N/A,7,7,1,7,7,7,7,5,3,2,5,5,4,5,2,1,7
Myself,,N/A,Software Development Consultancy,Many projects,Both,8,No,Yes,7,7,2,6,7,7,7,1,6,4,2,2,2,1,5,5,6
Organization,,Yes,Software Development Consultancy,Individual product,Both,20,No,No,5,5,6,5,6,3,5,4,6,4,4,4,4,2,5,5,2
